           0  -17.000000000000000        0.0000000000000000     
           0  -16.829999999999998       1.94870100254613615E-124
           0  -16.660000000000000       1.10367201082330738E-122
           0  -16.489999999999998       6.07272673426252845E-121
           0  -16.320000000000000       3.24620795838693228E-119
           0  -16.149999999999999       1.68584571701665023E-117
           0  -15.980000000000000       8.50566365621549787E-116
           0  -15.810000000000000       4.16914954145098712E-114
           0  -15.640000000000001       1.98534337115395807E-112
           0  -15.470000000000001       9.18486287326621779E-111
           0  -15.300000000000001       4.12817988138305514E-109
           0  -15.129999999999999       1.80257539471051462E-107
           0  -14.960000000000001       7.64675461248763155E-106
           0  -14.789999999999999       3.15144519023491852E-104
           0  -14.619999999999999       1.26180211885857943E-102
           0  -14.449999999999999       4.90819304694717593E-101
           0  -14.279999999999999       1.85481632170096016E-099
           0  -14.109999999999999       6.80971711881865525E-098
           0  -13.940000000000000       2.42888036061733151E-096
           0  -13.770000000000000       8.41651040576867464E-095
           0  -13.600000000000000       2.83339351514371773E-093
           0  -13.430000000000000       9.26681762392600562E-092
           0  -13.260000000000000       2.94444350399936883E-090
           0  -13.090000000000000       9.08918043778942704E-089
           0  -12.920000000000000       2.72580707145943465E-087
           0  -12.750000000000000       7.94171672641426160E-086
           0  -12.580000000000000       2.24792884352710856E-084
           0  -12.410000000000000       6.18158174986592556E-083
           0  -12.239999999999998       1.65145051100789620E-081
           0  -12.070000000000000       4.28627863877789782E-080
           0  -11.899999999999999       1.08079698745477581E-078
           0  -11.730000000000000       2.64762662989119417E-077
           0  -11.559999999999999       6.30112717677903354E-076
           0  -11.390000000000001       1.45689629609414854E-074
           0  -11.219999999999999       3.27256229773150029E-073
           0  -11.050000000000001       7.14160943751349243E-072
           0  -10.879999999999999       1.51409511453158977E-070
           0  -10.710000000000001       3.11859594649566934E-069
           0  -10.539999999999999       6.24042188823820306E-068
           0  -10.369999999999999       1.21315888240084400E-066
           0  -10.199999999999999       2.29123852369944424E-065
           0  -10.029999999999999       4.20408813946354477E-064
           0  -9.8599999999999994       7.49414707155825347E-063
           0  -9.6899999999999995       1.29784103218834029E-061
           0  -9.5199999999999996       2.18358287084452442E-060
           0  -9.3499999999999996       3.56916599425257547E-059
           0  -9.1799999999999997       5.66777633731999142E-058
           0  -9.0099999999999998       8.74394768114724283E-057
           0  -8.8399999999999999       1.31054303449475661E-055
           0  -8.6699999999999999       1.90828796840310083E-054
           0  -8.5000000000000000       2.69951302458858721E-053
           0  -8.3300000000000001       3.71001642000050860E-052
           0  -8.1600000000000001       4.95353374365763587E-051
           0  -7.9900000000000002       6.42544646123850340E-050
           0  -7.8199999999999985       8.09730283993761824E-049
           0  -7.6499999999999986       9.91348479184085954E-048
           0  -7.4799999999999986       1.17912866299707641E-046
           0  -7.3099999999999987       1.36252643816854609E-045
           0  -7.1399999999999988       1.52959892196638314E-044
           0  -6.9699999999999989       1.66824214712819775E-043
