Iteration count =100
a=       -0.10611, b=     2525.34924
 data                        fit
  0.94269999999999998       0.91520131522553894     
  0.86160000000000003       0.81106126906706233     
  0.73839999999999995       0.68030603369208098     
  0.53620000000000001       0.51179781439166305     
  0.37390000000000001       0.40834263624575928     
  0.30959999999999999       0.28858808865214103     
